A,B,C,D
A_36,B_36,C_6,D_6
A_94,B_34,C_4,D_4
A_42,B_42,C_12,D_12
A_38,B_38,C_8,D_8
A_106,B_46,C_16,D_1
A_38,B_38,C_8,D_8
A_13,B_13,C_13,D_13
A_107,B_47,C_17,D_2
A_113,B_53,C_23,D_8
A_78,B_18,C_18,D_3
A_23,B_23,C_23,D_8
A_15,B_15,C_15,D_0
A_34,B_34,C_4,D_4
A_88,B_28,C_28,D_13
A_29,B_29,C_29,D_14
A_8,B_8,C_8,D_8
A_24,B_24,C_24,D_9
A_21,B_21,C_21,D_6
A_116,B_56,C_26,D_11
A_68,B_8,C_8,D_8
A_85,B_25,C_25,D_10
A_57,B_57,C_27,D_12
A_41,B_41,C_11,D_11
A_114,B_54,C_24,D_9
A_112,B_52,C_22,D_7
A_14,B_14,C_14,D_14
A_29,B_29,C_29,D_14
A_24,B_24,C_24,D_9
A_119,B_59,C_29,D_14
A_58,B_58,C_28,D_13
A_51,B_51,C_21,D_6
A_42,B_42,C_12,D_12
A_113,B_53,C_23,D_8
A_27,B_27,C_27,D_12
A_30,B_30,C_0,D_0
A_88,B_28,C_28,D_13
A_13,B_13,C_13,D_13
A_57,B_57,C_27,D_12
A_115,B_55,C_25,D_10
A_107,B_47,C_17,D_2
A_34,B_34,C_4,D_4
A_93,B_33,C_3,D_3
A_80,B_20,C_20,D_5
A_27,B_27,C_27,D_12
A_20,B_20,C_20,D_5
A_33,B_33,C_3,D_3
A_70,B_10,C_10,D_10
A_43,B_43,C_13,D_13
A_49,B_49,C_19,D_4
A_105,B_45,C_15,D_0
A_108,B_48,C_18,D_3
A_97,B_37,C_7,D_7
A_62,B_2,C_2,D_2
A_45,B_45,C_15,D_0
A_98,B_38,C_8,D_8
A_90,B_30,C_0,D_0
A_24,B_24,C_24,D_9
A_51,B_51,C_21,D_6
A_93,B_33,C_3,D_3
A_113,B_53,C_23,D_8
A_61,B_1,C_1,D_1
A_86,B_26,C_26,D_11
A_112,B_52,C_22,D_7
A_102,B_42,C_12,D_12
A_10,B_10,C_10,D_10
A_58,B_58,C_28,D_13
A_22,B_22,C_22,D_7
A_105,B_45,C_15,D_0
A_105,B_45,C_15,D_0
A_16,B_16,C_16,D_1
A_66,B_6,C_6,D_6
A_55,B_55,C_25,D_10
A_50,B_50,C_20,D_5
A_82,B_22,C_22,D_7
A_92,B_32,C_2,D_2
A_117,B_57,C_27,D_12
A_76,B_16,C_16,D_1
A_92,B_32,C_2,D_2
A_55,B_55,C_25,D_10
A_42,B_42,C_12,D_12
A_18,B_18,C_18,D_3
A_107,B_47,C_17,D_2
A_13,B_13,C_13,D_13
A_71,B_11,C_11,D_11
A_8,B_8,C_8,D_8
A_108,B_48,C_18,D_3
A_26,B_26,C_26,D_11
A_87,B_27,C_27,D_12
A_13,B_13,C_13,D_13
A_118,B_58,C_28,D_13
A_39,B_39,C_9,D_9
A_53,B_53,C_23,D_8
A_80,B_20,C_20,D_5
A_58,B_58,C_28,D_13
A_36,B_36,C_6,D_6
A_80,B_20,C_20,D_5
A_33,B_33,C_3,D_3
A_25,B_25,C_25,D_10
A_69,B_9,C_9,D_9
A_73,B_13,C_13,D_13
A_18,B_18,C_18,D_3
A_16,B_16,C_16,D_1
A_88,B_28,C_28,D_13
A_59,B_59,C_29,D_14
A_35,B_35,C_5,D_5
A_42,B_42,C_12,D_12
A_27,B_27,C_27,D_12
A_113,B_53,C_23,D_8
A_49,B_49,C_19,D_4
A_48,B_48,C_18,D_3
A_1,B_1,C_1,D_1
A_62,B_2,C_2,D_2
A_56,B_56,C_26,D_11
A_119,B_59,C_29,D_14
A_33,B_33,C_3,D_3
A_24,B_24,C_24,D_9
A_110,B_50,C_20,D_5
A_57,B_57,C_27,D_12
A_109,B_49,C_19,D_4
A_91,B_31,C_1,D_1
A_71,B_11,C_11,D_11
A_61,B_1,C_1,D_1
A_26,B_26,C_26,D_11
A_87,B_27,C_27,D_12
A_40,B_40,C_10,D_10
A_61,B_1,C_1,D_1
A_61,B_1,C_1,D_1
A_8,B_8,C_8,D_8
A_83,B_23,C_23,D_8
A_11,B_11,C_11,D_11
A_98,B_38,C_8,D_8
A_16,B_16,C_16,D_1
A_36,B_36,C_6,D_6
A_57,B_57,C_27,D_12
A_14,B_14,C_14,D_14
A_116,B_56,C_26,D_11
A_18,B_18,C_18,D_3
A_63,B_3,C_3,D_3
A_39,B_39,C_9,D_9
A_93,B_33,C_3,D_3
A_103,B_43,C_13,D_13
A_91,B_31,C_1,D_1
A_82,B_22,C_22,D_7
A_20,B_20,C_20,D_5
A_24,B_24,C_24,D_9
A_12,B_12,C_12,D_12
A_43,B_43,C_13,D_13
A_12,B_12,C_12,D_12
A_107,B_47,C_17,D_2
A_24,B_24,C_24,D_9
A_3,B_3,C_3,D_3
A_102,B_42,C_12,D_12
A_25,B_25,C_25,D_10
A_78,B_18,C_18,D_3
A_114,B_54,C_24,D_9
A_26,B_26,C_26,D_11
A_14,B_14,C_14,D_14
A_40,B_40,C_10,D_10
A_113,B_53,C_23,D_8
A_14,B_14,C_14,D_14
A_79,B_19,C_19,D_4
A_52,B_52,C_22,D_7
A_89,B_29,C_29,D_14
A_85,B_25,C_25,D_10
A_32,B_32,C_2,D_2
A_3,B_3,C_3,D_3
A_109,B_49,C_19,D_4
A_21,B_21,C_21,D_6
A_56,B_56,C_26,D_11
A_70,B_10,C_10,D_10
A_62,B_2,C_2,D_2
A_102,B_42,C_12,D_12
A_110,B_50,C_20,D_5
A_106,B_46,C_16,D_1
A_38,B_38,C_8,D_8
A_36,B_36,C_6,D_6
A_50,B_50,C_20,D_5
A_52,B_52,C_22,D_7
A_107,B_47,C_17,D_2
A_97,B_37,C_7,D_7
A_80,B_20,C_20,D_5
A_12,B_12,C_12,D_12
A_16,B_16,C_16,D_1
A_7,B_7,C_7,D_7
A_116,B_56,C_26,D_11
A_95,B_35,C_5,D_5
A_71,B_11,C_11,D_11
A_21,B_21,C_21,D_6
A_39,B_39,C_9,D_9
A_7,B_7,C_7,D_7
A_96,B_36,C_6,D_6
A_75,B_15,C_15,D_0
A_42,B_42,C_12,D_12
A_37,B_37,C_7,D_7
A_101,B_41,C_11,D_11
A_10,B_10,C_10,D_10
A_100,B_40,C_10,D_10
A_56,B_56,C_26,D_11
A_6,B_6,C_6,D_6
A_4,B_4,C_4,D_4
A_25,B_25,C_25,D_10
A_39,B_39,C_9,D_9
A_47,B_47,C_17,D_2
A_93,B_33,C_3,D_3
A_15,B_15,C_15,D_0
A_32,B_32,C_2,D_2
A_93,B_33,C_3,D_3
A_50,B_50,C_20,D_5
A_32,B_32,C_2,D_2
A_81,B_21,C_21,D_6
A_93,B_33,C_3,D_3
A_3,B_3,C_3,D_3
A_68,B_8,C_8,D_8
A_20,B_20,C_20,D_5
A_73,B_13,C_13,D_13
A_32,B_32,C_2,D_2
A_53,B_53,C_23,D_8
A_12,B_12,C_12,D_12
A_64,B_4,C_4,D_4
A_47,B_47,C_17,D_2
A_40,B_40,C_10,D_10
A_59,B_59,C_29,D_14
A_59,B_59,C_29,D_14
A_85,B_25,C_25,D_10
A_15,B_15,C_15,D_0
A_6,B_6,C_6,D_6
A_63,B_3,C_3,D_3
A_68,B_8,C_8,D_8
A_116,B_56,C_26,D_11
A_3,B_3,C_3,D_3
A_94,B_34,C_4,D_4
A_37,B_37,C_7,D_7
A_46,B_46,C_16,D_1
A_3,B_3,C_3,D_3
A_9,B_9,C_9,D_9
A_48,B_48,C_18,D_3
A_89,B_29,C_29,D_14
A_22,B_22,C_22,D_7
A_56,B_56,C_26,D_11
A_7,B_7,C_7,D_7
A_84,B_24,C_24,D_9
A_95,B_35,C_5,D_5
A_75,B_15,C_15,D_0
A_65,B_5,C_5,D_5
A_92,B_32,C_2,D_2
A_75,B_15,C_15,D_0
A_15,B_15,C_15,D_0
A_110,B_50,C_20,D_5
A_100,B_40,C_10,D_10
A_68,B_8,C_8,D_8
A_7,B_7,C_7,D_7
A_63,B_3,C_3,D_3
A_35,B_35,C_5,D_5
A_79,B_19,C_19,D_4
A_65,B_5,C_5,D_5
A_78,B_18,C_18,D_3
A_73,B_13,C_13,D_13
A_93,B_33,C_3,D_3
A_119,B_59,C_29,D_14
A_93,B_33,C_3,D_3
A_71,B_11,C_11,D_11
A_115,B_55,C_25,D_10
A_39,B_39,C_9,D_9
A_52,B_52,C_22,D_7
A_64,B_4,C_4,D_4
A_111,B_51,C_21,D_6
A_82,B_22,C_22,D_7
A_48,B_48,C_18,D_3
A_34,B_34,C_4,D_4
A_36,B_36,C_6,D_6
A_8,B_8,C_8,D_8
A_66,B_6,C_6,D_6
A_13,B_13,C_13,D_13
A_91,B_31,C_1,D_1
A_99,B_39,C_9,D_9
A_112,B_52,C_22,D_7
A_2,B_2,C_2,D_2
A_47,B_47,C_17,D_2
A_12,B_12,C_12,D_12
A_68,B_8,C_8,D_8
A_22,B_22,C_22,D_7
A_55,B_55,C_25,D_10
A_89,B_29,C_29,D_14
A_108,B_48,C_18,D_3
A_79,B_19,C_19,D_4
A_29,B_29,C_29,D_14
A_60,B_0,C_0,D_0
A_119,B_59,C_29,D_14
A_9,B_9,C_9,D_9
A_63,B_3,C_3,D_3
A_37,B_37,C_7,D_7
A_18,B_18,C_18,D_3
A_70,B_10,C_10,D_10
A_62,B_2,C_2,D_2
A_9,B_9,C_9,D_9
A_52,B_52,C_22,D_7
A_22,B_22,C_22,D_7
A_6,B_6,C_6,D_6
A_7,B_7,C_7,D_7
A_16,B_16,C_16,D_1
A_28,B_28,C_28,D_13
A_31,B_31,C_1,D_1
A_28,B_28,C_28,D_13
A_41,B_41,C_11,D_11
A_53,B_53,C_23,D_8
A_22,B_22,C_22,D_7
A_108,B_48,C_18,D_3
A_46,B_46,C_16,D_1
A_75,B_15,C_15,D_0
A_52,B_52,C_22,D_7
A_86,B_26,C_26,D_11
A_57,B_57,C_27,D_12
A_30,B_30,C_0,D_0
A_69,B_9,C_9,D_9
A_44,B_44,C_14,D_14
A_1,B_1,C_1,D_1
A_54,B_54,C_24,D_9
A_105,B_45,C_15,D_0
A_76,B_16,C_16,D_1
A_57,B_57,C_27,D_12
A_19,B_19,C_19,D_4
A_57,B_57,C_27,D_12
A_23,B_23,C_23,D_8
A_116,B_56,C_26,D_11
A_44,B_44,C_14,D_14
A_25,B_25,C_25,D_10
A_27,B_27,C_27,D_12
A_108,B_48,C_18,D_3
A_47,B_47,C_17,D_2
A_49,B_49,C_19,D_4
A_68,B_8,C_8,D_8
A_17,B_17,C_17,D_2
A_52,B_52,C_22,D_7
A_105,B_45,C_15,D_0
A_117,B_57,C_27,D_12
A_104,B_44,C_14,D_14
A_116,B_56,C_26,D_11
A_11,B_11,C_11,D_11
A_56,B_56,C_26,D_11
A_69,B_9,C_9,D_9
A_112,B_52,C_22,D_7
A_24,B_24,C_24,D_9
A_57,B_57,C_27,D_12
A_61,B_1,C_1,D_1
A_69,B_9,C_9,D_9
A_22,B_22,C_22,D_7
A_75,B_15,C_15,D_0
A_69,B_9,C_9,D_9
A_81,B_21,C_21,D_6
A_29,B_29,C_29,D_14
A_92,B_32,C_2,D_2
A_28,B_28,C_28,D_13
A_109,B_49,C_19,D_4
A_108,B_48,C_18,D_3
A_110,B_50,C_20,D_5
A_113,B_53,C_23,D_8
A_118,B_58,C_28,D_13
A_53,B_53,C_23,D_8
A_8,B_8,C_8,D_8
A_7,B_7,C_7,D_7
A_10,B_10,C_10,D_10
A_3,B_3,C_3,D_3
A_21,B_21,C_21,D_6
A_25,B_25,C_25,D_10
A_15,B_15,C_15,D_0
A_52,B_52,C_22,D_7
A_112,B_52,C_22,D_7
A_21,B_21,C_21,D_6
A_68,B_8,C_8,D_8
A_33,B_33,C_3,D_3
A_8,B_8,C_8,D_8
A_64,B_4,C_4,D_4
A_91,B_31,C_1,D_1
A_5,B_5,C_5,D_5
A_18,B_18,C_18,D_3
A_29,B_29,C_29,D_14
A_58,B_58,C_28,D_13
A_41,B_41,C_11,D_11
A_22,B_22,C_22,D_7
A_68,B_8,C_8,D_8
A_112,B_52,C_22,D_7
A_2,B_2,C_2,D_2
A_88,B_28,C_28,D_13
A_106,B_46,C_16,D_1
A_20,B_20,C_20,D_5
A_54,B_54,C_24,D_9
A_13,B_13,C_13,D_13
A_79,B_19,C_19,D_4
A_13,B_13,C_13,D_13
A_111,B_51,C_21,D_6
A_25,B_25,C_25,D_10
A_100,B_40,C_10,D_10
A_43,B_43,C_13,D_13
A_20,B_20,C_20,D_5
A_35,B_35,C_5,D_5
A_60,B_0,C_0,D_0
A_62,B_2,C_2,D_2
A_75,B_15,C_15,D_0
A_21,B_21,C_21,D_6
A_74,B_14,C_14,D_14
A_82,B_22,C_22,D_7
A_64,B_4,C_4,D_4
A_95,B_35,C_5,D_5
A_82,B_22,C_22,D_7
A_113,B_53,C_23,D_8
A_89,B_29,C_29,D_14
A_4,B_4,C_4,D_4
A_8,B_8,C_8,D_8
A_32,B_32,C_2,D_2
A_84,B_24,C_24,D_9
A_44,B_44,C_14,D_14
A_90,B_30,C_0,D_0
A_91,B_31,C_1,D_1
A_118,B_58,C_28,D_13
A_83,B_23,C_23,D_8
A_50,B_50,C_20,D_5
A_85,B_25,C_25,D_10
A_12,B_12,C_12,D_12
A_83,B_23,C_23,D_8
A_82,B_22,C_22,D_7
A_83,B_23,C_23,D_8
A_76,B_16,C_16,D_1
A_31,B_31,C_1,D_1
A_31,B_31,C_1,D_1
A_40,B_40,C_10,D_10
A_9,B_9,C_9,D_9
A_97,B_37,C_7,D_7
A_81,B_21,C_21,D_6
A_65,B_5,C_5,D_5
A_66,B_6,C_6,D_6
A_71,B_11,C_11,D_11
A_80,B_20,C_20,D_5
A_91,B_31,C_1,D_1
A_94,B_34,C_4,D_4
A_94,B_34,C_4,D_4
A_82,B_22,C_22,D_7
A_82,B_22,C_22,D_7
A_74,B_14,C_14,D_14
A_57,B_57,C_27,D_12
A_26,B_26,C_26,D_11
A_118,B_58,C_28,D_13
A_31,B_31,C_1,D_1
A_46,B_46,C_16,D_1
A_113,B_53,C_23,D_8
A_56,B_56,C_26,D_11
A_111,B_51,C_21,D_6
A_5,B_5,C_5,D_5
A_101,B_41,C_11,D_11
A_70,B_10,C_10,D_10
A_61,B_1,C_1,D_1
A_63,B_3,C_3,D_3
A_96,B_36,C_6,D_6
A_118,B_58,C_28,D_13
A_7,B_7,C_7,D_7
A_54,B_54,C_24,D_9
A_93,B_33,C_3,D_3
A_8,B_8,C_8,D_8
A_24,B_24,C_24,D_9
A_36,B_36,C_6,D_6
A_103,B_43,C_13,D_13
A_20,B_20,C_20,D_5
A_96,B_36,C_6,D_6
A_79,B_19,C_19,D_4
A_48,B_48,C_18,D_3
A_111,B_51,C_21,D_6
A_87,B_27,C_27,D_12
A_33,B_33,C_3,D_3
A_33,B_33,C_3,D_3
A_77,B_17,C_17,D_2
A_8,B_8,C_8,D_8
A_66,B_6,C_6,D_6
A_37,B_37,C_7,D_7
A_90,B_30,C_0,D_0
A_17,B_17,C_17,D_2
A_107,B_47,C_17,D_2
A_107,B_47,C_17,D_2
A_84,B_24,C_24,D_9
A_19,B_19,C_19,D_4
A_49,B_49,C_19,D_4
A_59,B_59,C_29,D_14
A_35,B_35,C_5,D_5
A_87,B_27,C_27,D_12
A_103,B_43,C_13,D_13
A_55,B_55,C_25,D_10
A_65,B_5,C_5,D_5
A_1,B_1,C_1,D_1
A_100,B_40,C_10,D_10
A_14,B_14,C_14,D_14
A_44,B_44,C_14,D_14
A_17,B_17,C_17,D_2
A_58,B_58,C_28,D_13
A_99,B_39,C_9,D_9
A_9,B_9,C_9,D_9
A_32,B_32,C_2,D_2
A_60,B_0,C_0,D_0
A_66,B_6,C_6,D_6
A_61,B_1,C_1,D_1
A_103,B_43,C_13,D_13
A_101,B_41,C_11,D_11
A_58,B_58,C_28,D_13
A_1,B_1,C_1,D_1
A_67,B_7,C_7,D_7
A_75,B_15,C_15,D_0
A_15,B_15,C_15,D_0
A_65,B_5,C_5,D_5
A_3,B_3,C_3,D_3
A_20,B_20,C_20,D_5
A_0,B_0,C_0,D_0
A_39,B_39,C_9,D_9
A_117,B_57,C_27,D_12
A_22,B_22,C_22,D_7
A_0,B_0,C_0,D_0
A_11,B_11,C_11,D_11
A_80,B_20,C_20,D_5
A_28,B_28,C_28,D_13
A_115,B_55,C_25,D_10
A_7,B_7,C_7,D_7
A_100,B_40,C_10,D_10
A_106,B_46,C_16,D_1
A_8,B_8,C_8,D_8
A_25,B_25,C_25,D_10
A_5,B_5,C_5,D_5
A_106,B_46,C_16,D_1
A_2,B_2,C_2,D_2
A_13,B_13,C_13,D_13
A_52,B_52,C_22,D_7
A_90,B_30,C_0,D_0
A_50,B_50,C_20,D_5
A_8,B_8,C_8,D_8
A_61,B_1,C_1,D_1
A_86,B_26,C_26,D_11
A_34,B_34,C_4,D_4
A_97,B_37,C_7,D_7
A_103,B_43,C_13,D_13
A_54,B_54,C_24,D_9
A_0,B_0,C_0,D_0
A_103,B_43,C_13,D_13
A_71,B_11,C_11,D_11
A_46,B_46,C_16,D_1
A_86,B_26,C_26,D_11
A_28,B_28,C_28,D_13
A_27,B_27,C_27,D_12
A_40,B_40,C_10,D_10
A_87,B_27,C_27,D_12
A_111,B_51,C_21,D_6
A_105,B_45,C_15,D_0
A_34,B_34,C_4,D_4
A_104,B_44,C_14,D_14
A_27,B_27,C_27,D_12
A_34,B_34,C_4,D_4
A_15,B_15,C_15,D_0
A_87,B_27,C_27,D_12
A_58,B_58,C_28,D_13
A_92,B_32,C_2,D_2
A_23,B_23,C_23,D_8
A_101,B_41,C_11,D_11
A_59,B_59,C_29,D_14
A_98,B_38,C_8,D_8
A_107,B_47,C_17,D_2
A_1,B_1,C_1,D_1
A_99,B_39,C_9,D_9
A_75,B_15,C_15,D_0
A_85,B_25,C_25,D_10
A_65,B_5,C_5,D_5
A_112,B_52,C_22,D_7
A_116,B_56,C_26,D_11
A_36,B_36,C_6,D_6
A_66,B_6,C_6,D_6
A_44,B_44,C_14,D_14
A_75,B_15,C_15,D_0
A_111,B_51,C_21,D_6
A_76,B_16,C_16,D_1
A_106,B_46,C_16,D_1
A_18,B_18,C_18,D_3
A_0,B_0,C_0,D_0
A_18,B_18,C_18,D_3
A_97,B_37,C_7,D_7
A_115,B_55,C_25,D_10
A_8,B_8,C_8,D_8
A_119,B_59,C_29,D_14
A_86,B_26,C_26,D_11
A_41,B_41,C_11,D_11
A_111,B_51,C_21,D_6
A_81,B_21,C_21,D_6
A_115,B_55,C_25,D_10
A_6,B_6,C_6,D_6
A_115,B_55,C_25,D_10
A_73,B_13,C_13,D_13
A_86,B_26,C_26,D_11
A_96,B_36,C_6,D_6
A_111,B_51,C_21,D_6
A_99,B_39,C_9,D_9
A_12,B_12,C_12,D_12
A_101,B_41,C_11,D_11
A_114,B_54,C_24,D_9
A_6,B_6,C_6,D_6
A_61,B_1,C_1,D_1
A_91,B_31,C_1,D_1
A_113,B_53,C_23,D_8
A_22,B_22,C_22,D_7
A_79,B_19,C_19,D_4
A_2,B_2,C_2,D_2
A_11,B_11,C_11,D_11
A_6,B_6,C_6,D_6
A_85,B_25,C_25,D_10
A_48,B_48,C_18,D_3
A_109,B_49,C_19,D_4
A_69,B_9,C_9,D_9
A_24,B_24,C_24,D_9
A_16,B_16,C_16,D_1
A_49,B_49,C_19,D_4
A_29,B_29,C_29,D_14
A_17,B_17,C_17,D_2
A_45,B_45,C_15,D_0
A_94,B_34,C_4,D_4
A_72,B_12,C_12,D_12
A_29,B_29,C_29,D_14
A_84,B_24,C_24,D_9
A_98,B_38,C_8,D_8
A_76,B_16,C_16,D_1
A_68,B_8,C_8,D_8
A_84,B_24,C_24,D_9
A_81,B_21,C_21,D_6
A_34,B_34,C_4,D_4
A_67,B_7,C_7,D_7
A_79,B_19,C_19,D_4
A_66,B_6,C_6,D_6
A_37,B_37,C_7,D_7
A_81,B_21,C_21,D_6
A_1,B_1,C_1,D_1
A_80,B_20,C_20,D_5
A_101,B_41,C_11,D_11
A_57,B_57,C_27,D_12
A_116,B_56,C_26,D_11
A_98,B_38,C_8,D_8
A_27,B_27,C_27,D_12
A_68,B_8,C_8,D_8
A_25,B_25,C_25,D_10
A_82,B_22,C_22,D_7
A_2,B_2,C_2,D_2
A_11,B_11,C_11,D_11
A_107,B_47,C_17,D_2
A_32,B_32,C_2,D_2
A_74,B_14,C_14,D_14
A_44,B_44,C_14,D_14
A_30,B_30,C_0,D_0
A_39,B_39,C_9,D_9
A_81,B_21,C_21,D_6
A_40,B_40,C_10,D_10
A_34,B_34,C_4,D_4
A_11,B_11,C_11,D_11
A_93,B_33,C_3,D_3
A_100,B_40,C_10,D_10
A_78,B_18,C_18,D_3
A_21,B_21,C_21,D_6
A_42,B_42,C_12,D_12
A_44,B_44,C_14,D_14
A_59,B_59,C_29,D_14
A_74,B_14,C_14,D_14
A_42,B_42,C_12,D_12
A_106,B_46,C_16,D_1
A_61,B_1,C_1,D_1
A_5,B_5,C_5,D_5
A_64,B_4,C_4,D_4
A_46,B_46,C_16,D_1
A_103,B_43,C_13,D_13
A_57,B_57,C_27,D_12
A_55,B_55,C_25,D_10
A_64,B_4,C_4,D_4
A_28,B_28,C_28,D_13
A_10,B_10,C_10,D_10
A_29,B_29,C_29,D_14
A_1,B_1,C_1,D_1
A_118,B_58,C_28,D_13
A_101,B_41,C_11,D_11
A_32,B_32,C_2,D_2
A_7,B_7,C_7,D_7
A_108,B_48,C_18,D_3
A_54,B_54,C_24,D_9
A_41,B_41,C_11,D_11
A_88,B_28,C_28,D_13
A_101,B_41,C_11,D_11
A_99,B_39,C_9,D_9
A_16,B_16,C_16,D_1
A_62,B_2,C_2,D_2
A_34,B_34,C_4,D_4
A_66,B_6,C_6,D_6
A_1,B_1,C_1,D_1
A_25,B_25,C_25,D_10
A_71,B_11,C_11,D_11
A_62,B_2,C_2,D_2
A_75,B_15,C_15,D_0
A_6,B_6,C_6,D_6
A_14,B_14,C_14,D_14
A_43,B_43,C_13,D_13
A_95,B_35,C_5,D_5
A_24,B_24,C_24,D_9
A_3,B_3,C_3,D_3
A_89,B_29,C_29,D_14
A_1,B_1,C_1,D_1
A_104,B_44,C_14,D_14
A_44,B_44,C_14,D_14
A_12,B_12,C_12,D_12
A_15,B_15,C_15,D_0
A_31,B_31,C_1,D_1
A_25,B_25,C_25,D_10
A_16,B_16,C_16,D_1
A_18,B_18,C_18,D_3
A_12,B_12,C_12,D_12
A_89,B_29,C_29,D_14
A_80,B_20,C_20,D_5
A_112,B_52,C_22,D_7
A_44,B_44,C_14,D_14
A_62,B_2,C_2,D_2
A_70,B_10,C_10,D_10
A_65,B_5,C_5,D_5
A_87,B_27,C_27,D_12
A_81,B_21,C_21,D_6
A_84,B_24,C_24,D_9
A_55,B_55,C_25,D_10
A_12,B_12,C_12,D_12
A_79,B_19,C_19,D_4
A_38,B_38,C_8,D_8
A_33,B_33,C_3,D_3
A_56,B_56,C_26,D_11
A_104,B_44,C_14,D_14
A_17,B_17,C_17,D_2
A_6,B_6,C_6,D_6
A_42,B_42,C_12,D_12
A_22,B_22,C_22,D_7
A_7,B_7,C_7,D_7
A_3,B_3,C_3,D_3
A_84,B_24,C_24,D_9
A_68,B_8,C_8,D_8
A_88,B_28,C_28,D_13
A_80,B_20,C_20,D_5
A_89,B_29,C_29,D_14
A_113,B_53,C_23,D_8
A_45,B_45,C_15,D_0
A_102,B_42,C_12,D_12
A_34,B_34,C_4,D_4
A_60,B_0,C_0,D_0
A_4,B_4,C_4,D_4
A_90,B_30,C_0,D_0
A_115,B_55,C_25,D_10
A_33,B_33,C_3,D_3
A_19,B_19,C_19,D_4
A_88,B_28,C_28,D_13
A_3,B_3,C_3,D_3
A_107,B_47,C_17,D_2
A_52,B_52,C_22,D_7
A_61,B_1,C_1,D_1
A_29,B_29,C_29,D_14
A_29,B_29,C_29,D_14
A_77,B_17,C_17,D_2
A_17,B_17,C_17,D_2
A_94,B_34,C_4,D_4
A_24,B_24,C_24,D_9
A_72,B_12,C_12,D_12
A_76,B_16,C_16,D_1
A_77,B_17,C_17,D_2
A_40,B_40,C_10,D_10
A_85,B_25,C_25,D_10
A_21,B_21,C_21,D_6
A_60,B_0,C_0,D_0
A_86,B_26,C_26,D_11
A_56,B_56,C_26,D_11
A_5,B_5,C_5,D_5
A_76,B_16,C_16,D_1
A_9,B_9,C_9,D_9
A_76,B_16,C_16,D_1
A_14,B_14,C_14,D_14
A_111,B_51,C_21,D_6
A_23,B_23,C_23,D_8
A_51,B_51,C_21,D_6
A_92,B_32,C_2,D_2
A_17,B_17,C_17,D_2
A_92,B_32,C_2,D_2
A_106,B_46,C_16,D_1
A_27,B_27,C_27,D_12
A_103,B_43,C_13,D_13
A_13,B_13,C_13,D_13
A_95,B_35,C_5,D_5
A_96,B_36,C_6,D_6
A_90,B_30,C_0,D_0
A_17,B_17,C_17,D_2
A_99,B_39,C_9,D_9
A_44,B_44,C_14,D_14
A_9,B_9,C_9,D_9
A_7,B_7,C_7,D_7
A_30,B_30,C_0,D_0
A_81,B_21,C_21,D_6
A_114,B_54,C_24,D_9
A_80,B_20,C_20,D_5
A_108,B_48,C_18,D_3
A_80,B_20,C_20,D_5
A_108,B_48,C_18,D_3
A_42,B_42,C_12,D_12
A_69,B_9,C_9,D_9
A_20,B_20,C_20,D_5
A_83,B_23,C_23,D_8
A_93,B_33,C_3,D_3
A_109,B_49,C_19,D_4
A_50,B_50,C_20,D_5
A_80,B_20,C_20,D_5
A_103,B_43,C_13,D_13
A_67,B_7,C_7,D_7
A_55,B_55,C_25,D_10
A_7,B_7,C_7,D_7
A_43,B_43,C_13,D_13
A_76,B_16,C_16,D_1
A_23,B_23,C_23,D_8
A_54,B_54,C_24,D_9
A_83,B_23,C_23,D_8
A_2,B_2,C_2,D_2
A_119,B_59,C_29,D_14
A_11,B_11,C_11,D_11
A_17,B_17,C_17,D_2
A_114,B_54,C_24,D_9
A_48,B_48,C_18,D_3
A_51,B_51,C_21,D_6
A_72,B_12,C_12,D_12
A_51,B_51,C_21,D_6
A_11,B_11,C_11,D_11
A_69,B_9,C_9,D_9
A_53,B_53,C_23,D_8
A_119,B_59,C_29,D_14
A_20,B_20,C_20,D_5
A_5,B_5,C_5,D_5
A_39,B_39,C_9,D_9
A_99,B_39,C_9,D_9
A_41,B_41,C_11,D_11
A_113,B_53,C_23,D_8
A_17,B_17,C_17,D_2
A_34,B_34,C_4,D_4
A_104,B_44,C_14,D_14
A_47,B_47,C_17,D_2
A_114,B_54,C_24,D_9
A_33,B_33,C_3,D_3
A_25,B_25,C_25,D_10
A_39,B_39,C_9,D_9
A_7,B_7,C_7,D_7
A_20,B_20,C_20,D_5
A_34,B_34,C_4,D_4
A_72,B_12,C_12,D_12
A_66,B_6,C_6,D_6
A_117,B_57,C_27,D_12
A_68,B_8,C_8,D_8
A_104,B_44,C_14,D_14
A_33,B_33,C_3,D_3
A_6,B_6,C_6,D_6
A_30,B_30,C_0,D_0
A_71,B_11,C_11,D_11
A_9,B_9,C_9,D_9
A_107,B_47,C_17,D_2
A_83,B_23,C_23,D_8
A_31,B_31,C_1,D_1
A_62,B_2,C_2,D_2
A_89,B_29,C_29,D_14
A_63,B_3,C_3,D_3
A_82,B_22,C_22,D_7
A_41,B_41,C_11,D_11
A_22,B_22,C_22,D_7
A_39,B_39,C_9,D_9
A_108,B_48,C_18,D_3
A_86,B_26,C_26,D_11
A_12,B_12,C_12,D_12
A_55,B_55,C_25,D_10
A_72,B_12,C_12,D_12
A_57,B_57,C_27,D_12
A_14,B_14,C_14,D_14
A_105,B_45,C_15,D_0
A_118,B_58,C_28,D_13
A_70,B_10,C_10,D_10
